n,avgIfdsExposureTime,,make,model,logValues,modelName,makeName
39#3207,1.918167,0.001918167,39,3207,0.282886415,HPPhotoSmartR818(V01.00),Hewlett-Packard
7#4155,1.918427,0.001918427,7,4155,0.282945278,DSC-W730,Sony
8#3903,1.9275,0.0019275,8,3903,0.284994387,COOLPIXS5100,Nikon
8#4095,1.935359,0.001935359,8,4095,0.286761536,COOLPIXS9050,Nikon
97#2698,1.937537,0.001937537,97,2698,0.287250005,5MP-9Q3,CAMERA
24#1038,1.938918,0.001938918,24,1038,0.287559442,FinePixS1700,FUJIFILM
11#2079,1.947614,0.001947614,11,2079,0.289502888,PENTAXOptioE20,PENTAXCorporation
9#3251,1.948178,0.001948178,9,3251,0.289628635,u1040S1040,OLYMPUSIMAGINGCORP.
95#3005,1.95,0.00195,95,3005,0.290034611,DCE520+,BenQ
14#2884,1.950078,0.001950078,14,2884,0.290051983,CanonMVX3i,Canon
5#2127,1.954534,0.001954534,5,2127,0.29104323,Digimax401,SAMSUNG
16#1336,1.970419,0.001970419,16,1336,0.294558587,LG-P725,LGElectronics
74#4149,1.982,0.001982,74,4149,0.29710365,CG65,SANYOElectricCo.Ltd.
73#2864,2.005214,0.002005214,73,2864,0.302160728,CaplioRR630,RICOH
24#892,2.009715,0.002009715,24,892,0.303134474,FinePixZ2,FUJIFILM
4#2590,2.015341,0.002015341,4,2590,0.30434854,SV-AS10,Panasonic
24#1460,2.019434,0.002019434,24,1460,0.305229664,FinePixT300,FUJIFILM
10#1358,2.025622,0.002025622,10,1358,0.306558405,C5-00,Nokia
153#1738,2.041826,0.002041826,153,1738,0.31001873,G2,GeneralImagingCo.
18#1644,2.042516,0.002042516,18,1644,0.310165467,KODAKEASYSHAREM1063DIGITAL,EASTMANKODAKCOMPANY
39#1567,2.082079,0.002082079,39,1567,0.318497204,HPPhotoSmartR927(V01.00)+,Hewlett-Packard
18#657,2.082277,0.002082277,18,657,0.318538502,KODAKEASYSHAREM530Digital,EASTMANKODAKCOMPANY
4#1172,2.10004,0.00210004,4,1172,0.322227567,DMC-LC43,Panasonic
4#3442,2.109667,0.002109667,4,3442,0.32421391,DMC-TZ65,Panasonic
24#3516,2.112379,0.002112379,24,3516,0.324771841,FinePixZ37,FUJIFILM
8#2171,2.117995,0.002117995,8,2171,0.325924931,COOLPIXS7c,Nikon
24#3304,2.13,0.00213,24,3304,0.328379603,A100,FUJIFILM
24#3977,2.13,0.00213,24,3977,0.328379603,FinePixT200,FUJIFILM
39#279,2.139768,0.002139768,39,279,0.330366688,HPPhotoSmart618(V1.10),Hewlett-Packard
39#2218,2.152705,0.002152705,39,2218,0.33298452,HPPhotoSmartR817(V01.00),Hewlett-Packard
4#3770,2.161,0.002161,4,3770,0.334654767,HM-TA1,Panasonic
74#1291,2.1613,0.0021613,74,1291,0.334715053,S4,SANYOElectricCo.Ltd.
11#1498,2.161922,0.002161922,11,1498,0.334840021,PENTAXOptio50L,PENTAXCorporation
19#3711,2.169197,0.002169197,19,3711,0.336298995,DROID2GLOBAL3fa60001ffd8000,Motorola
11#2329,2.170301,0.002170301,11,2329,0.336519971,PENTAXOptio33WR,PENTAXCorporation
18#1598,2.182753,0.002182753,18,1598,0.339004594,KODAKEASYSHAREC1013DIGITAL,EASTMANKODAKCOMPANY
4#1599,2.187032,0.002187032,4,1599,0.339855138,DMC-FT10,Panasonic
44#1270,2.188663,0.002188663,44,1270,0.340178896,DSC,
24#3158,2.19284,0.00219284,24,3158,0.341006945,FinePixF650,FUJIFILM
8#1052,2.195305,0.002195305,8,1052,0.341494867,COOLPIXS8,Nikon
26#1565,2.196366,0.002196366,26,1565,0.341704712,VLUUL77/L77DigitalCamera,SamsungTechwin
142#3386,2.20022,0.00220022,142,3386,0.342466108,VP-MS11,SamsungElectronics
7#1800,2.205,0.002205,7,1800,0.343408594,DSC-W115,Sony
39#2962,2.207005,0.002207005,39,2962,0.343803317,HPPhotoSmartC945(V01.47),Hewlett-Packard
31#3152,2.209445,0.002209445,31,3152,0.344283195,QV-2300UX,CASIO
16#151,2.212142,0.002212142,16,151,0.344813001,LG-P920,LGElectronics
48#1829,2.212774,0.002212774,48,1829,0.34493706,EX-Z19,CASIOCOMPUTERCO.LTD.
48#3569,2.212809,0.002212809,48,3569,0.344943929,EX-S5,CASIOCOMPUTERCO.LTD.
48#813,2.213257,0.002213257,48,813,0.345031846,EX-Z1,CASIOCOMPUTERCO.LTD.
31#2648,2.216359,0.002216359,31,2648,0.345640108,QV-3000EX,CASIO
7#1872,2.217138,0.002217138,7,1872,0.345792725,DSC-H90,Sony
8#4034,2.2175,0.0022175,8,4034,0.345863629,COOLPIXS4300,Nikon
8#427,2.219231,0.002219231,8,427,0.34620251,E775,Nikon
4#508,2.223,0.002223,4,508,0.346939463,DMC-TZ55,Panasonic
146#1744,2.225292,0.002225292,146,1744,0.347387007,HPPhotoSmart715,Hewlett-PackardCompany
87#2718,2.23,0.00223,87,2718,0.348304863,PhotoPC850Z,SEIKOEPSONCORP.
24#2692,2.235742,0.002235742,24,2692,0.349421685,FinePix2650,FUJIFILM
173#2048,2.236028,0.002236028,173,2048,0.349477238,custommodel,custommake
9#3016,2.238047,0.002238047,9,3016,0.349869203,FE200,OLYMPUSIMAGINGCORP.
8#1547,2.238464,0.002238464,8,1547,0.349950114,COOLPIXS500,Nikon
24#2222,2.240072,0.002240072,24,2222,0.350261978,FinePixJV200,FUJIFILM
8#973,2.245547,0.002245547,8,973,0.351322149,COOLPIXS6,Nikon
95#3129,2.258132,0.002258132,95,3129,0.353749325,DCC740,BenQ
18#1930,2.258934,0.002258934,18,1930,0.353903542,KODAKEASYSHAREC763ZOOMDIG,EASTMANKODAKCOMPANY
24#4007,2.261689,0.002261689,24,4007,0.354432886,FinePixJX500,FUJIFILM
166#4214,2.289387,0.002289387,166,4214,0.359719212,SELECTA16,AGFAPHOTO
14#2759,2.3,0.0023,14,2759,0.361727836,CanonMVX300,Canon
8#513,2.311443,0.002311443,8,513,0.363883188,COOLPIXS5,Nikon
24#3788,2.316423,0.002316423,24,3788,0.364817868,FinePixS3200,FUJIFILM
24#4114,2.317,0.002317,24,4114,0.364926034,FinePixF800EXR,FUJIFILM
24#861,2.32393,0.00232393,24,861,0.366223042,FinePixA203,FUJIFILM
18#1861,2.325168,0.002325168,18,1861,0.366454337,KODAKEASYSHAREM763DIGITAL,EASTMANKODAKCOMPANY
8#520,2.327039,0.002327039,8,520,0.366803662,COOLPIXL29,Nikon
18#773,2.327951,0.002327951,18,773,0.366973835,KODAKDX6490ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
8#1513,2.335619,0.002335619,8,1513,0.368402,COOLPIXL2,Nikon
18#70,2.343853,0.002343853,18,70,0.36993037,KODAKEASYSHAREC743ZOOMDIG,EASTMANKODAKCOMPANY
44#340,2.353364,0.002353364,44,340,0.371689106,,
24#2765,2.354545,0.002354545,24,2765,0.371906995,FinePixA204,FUJIFILM
24#2944,2.367906,0.002367906,24,2944,0.374364458,FinePixA920,FUJIFILM
24#3317,2.367917,0.002367917,24,3317,0.374366475,FinePixJ150W,FUJIFILM
8#802,2.375488,0.002375488,8,802,0.375752841,E800,Nikon
74#1026,2.377432,0.002377432,74,1026,0.376108104,CA8,SANYOElectricCo.Ltd.
24#2459,2.388627,0.002388627,24,2459,0.378148337,FinePixS2980,FUJIFILM
8#1151,2.396948,0.002396948,8,1151,0.379658612,COOLPIXP5100,Nikon
8#883,2.40892,0.00240892,8,883,0.381822377,E990,Nikon
10#2151,2.418136,0.002418136,10,2151,0.383480723,E70,Nokia
8#451,2.419673,0.002419673,8,451,0.383756678,COOLPIXL3,Nikon
8#552,2.422492,0.002422492,8,552,0.384262352,E8700,Nikon
28#150,2.433613,0.002433613,28,150,0.386251517,LG-P920n,LGElectronics0
24#2809,2.436364,0.002436364,24,2809,0.386742174,FinePixA205S,FUJIFILM
39#2565,2.440485,0.002440485,39,2565,0.387476143,HPPhotoSmartC812(V09.33),Hewlett-Packard
24#1817,2.442808,0.002442808,24,1817,0.387889334,FinePixZ30,FUJIFILM
8#1774,2.450594,0.002450594,8,1774,0.389271366,E880,Nikon
8#2323,2.451071,0.002451071,8,2323,0.389355892,COOLPIXP4,Nikon
24#2642,2.452745,0.002452745,24,2642,0.389652399,FinePixE510,FUJIFILM
11#2279,2.471875,0.002471875,11,2279,0.393026505,PENTAXOptio550,PENTAXCorporation
8#172,2.479899,0.002479899,8,172,0.394433993,COOLPIXP2,Nikon
17#440,2.480159,0.002480159,17,440,0.394479524,u10DS300Du300D,OLYMPUSOPTICALCO.LTD
24#2782,2.481784,0.002481784,24,2782,0.39476398,FinePixA400,FUJIFILM
11#2825,2.485766,0.002485766,11,2825,0.395460243,PENTAXOptio450,PENTAXCorporation
5#1372,2.489805,0.002489805,5,1372,0.396165335,GT-I8530,SAMSUNG
24#1796,2.490334,0.002490334,24,1796,0.396257598,FinePixE500,FUJIFILM
8#96,2.492033,0.002492033,8,96,0.396553789,COOLPIXP1,Nikon
11#2526,2.493595,0.002493595,11,2526,0.396825918,PENTAXOptio60,PENTAXCorporation
153#3755,2.494423,0.002494423,153,3755,0.396970102,X500,GeneralImagingCo.
137#1520,2.496933,0.002496933,137,1520,0.397406889,KonicaDigitalCameraKD-410Z,Konica
24#2856,2.5,0.0025,24,2856,0.397940009,FinePixA200,FUJIFILM
24#3423,2.5,0.0025,24,3423,0.397940009,FujifilmA235,FUJIFILM
24#3767,2.5,0.0025,24,3767,0.397940009,FinePixS3400,FUJIFILM
24#3845,2.5,0.0025,24,3845,0.397940009,FinePixAV10,FUJIFILM
9#1925,2.5,0.0025,9,1925,0.397940009,C170D425,OLYMPUSIMAGINGCORP.
4#3415,2.5,0.0025,4,3415,0.397940009,DMC-FP8,Panasonic
4#3458,2.5,0.0025,4,3458,0.397940009,DMC-FS8,Panasonic
4#4063,2.5,0.0025,4,4063,0.397940009,DMC-GH3,Panasonic
4#4156,2.5,0.0025,4,4156,0.397940009,DMC-ZS27,Panasonic
74#3053,2.5,0.0025,74,3053,0.397940009,HD700,SANYOElectricCo.Ltd.
75#1983,2.5,0.0025,75,1983,0.397940009,ViviCam5355,Vivitar
222#2720,2.502,0.002502,222,2720,0.398287305,DX-3100AQUAPIX,SEA&SEA
18#323,2.50208,0.00250208,18,323,0.398301191,KODAKEASYSHAREZ710ZOOMDIG,EASTMANKODAKCOMPANY
142#3094,2.504,0.002504,142,3094,0.398634325,VP-MS15,SamsungElectronics
74#2076,2.507163,0.002507163,74,2076,0.39918257,E60,SANYOElectricCo.Ltd.
265#3256,2.508151,0.002508151,265,3256,0.399353679,FUSIONBV1158B.,MIRAGEFUSI
95#3286,2.518257,0.002518257,95,3286,0.40110005,C745,BenQ
39#2977,2.5185,0.0025185,39,2977,0.401141955,HPPhotosmartMz60,Hewlett-Packard
146#2049,2.520001,0.002520001,146,2049,0.401400713,hpPhotoSmart620,Hewlett-PackardCompany
74#2029,2.521768,0.002521768,74,2029,0.401705129,HD1010,SANYOElectricCo.Ltd.
26#2277,2.521937,0.002521937,26,2277,0.401734233,NV20VLUUNV20,SamsungTechwin
8#533,2.525551,0.002525551,8,533,0.402356143,COOLPIXP50,Nikon
8#2099,2.527006,0.002527006,8,2099,0.402606273,COOLPIXL23,Nikon
39#2092,2.52725,0.00252725,39,2092,0.402648205,HPPhotoSmartR717(V01.00),Hewlett-Packard
4#2039,2.527909,0.002527909,4,2039,0.402761436,DMC-FP3,Panasonic
4#2819,2.530884,0.002530884,4,2819,0.40327224,DMC-LS1,Panasonic
4#327,2.53267,0.00253267,4,327,0.403578606,DMC-LS2,Panasonic
8#2014,2.538183,0.002538183,8,2014,0.404522931,COOLPIXP5000,Nikon
10#1361,2.538714,0.002538714,10,1361,0.404613778,E6-00,Nokia
48#2584,2.540932,0.002540932,48,2584,0.404993043,EX-Z16,CASIOCOMPUTERCO.LTD.
24#2065,2.541206,0.002541206,24,2065,0.405039872,FinePixS1600,FUJIFILM
24#4116,2.542775,0.002542775,24,4116,0.405307933,FinePixS4800,FUJIFILM
24#3289,2.54419,0.00254419,24,3289,0.405549541,FinePixJ20,FUJIFILM
95#3195,2.545099,0.002545099,95,3195,0.40570468,DCP500,BenQ
7#1639,2.549369,0.002549369,7,1639,0.406432701,FDMAVICA,Sony
18#69,2.551204,0.002551204,18,69,0.406745187,KODAKEASYSHAREC643ZOOMDIG,EASTMANKODAKCOMPANY
7#2634,2.552067,0.002552067,7,2634,0.406892072,DSC-F88,Sony
54#1816,2.553793,0.002553793,54,1816,0.407185692,PENTAXOptioS1,PENTAX
142#1595,2.556369,0.002556369,142,1595,0.407623542,HMX20,SamsungElectronics
7#781,2.557239,0.002557239,7,781,0.407771319,CDMAVICA,Sony
8#1935,2.56098,0.00256098,8,1935,0.408406187,D90,Nikon
48#3310,2.561333,0.002561333,48,3310,0.408466045,EX-Z29,CASIOCOMPUTERCO.LTD.
5#2483,2.564395,0.002564395,5,2483,0.408984921,GT-S8530,SAMSUNG
39#2200,2.564658,0.002564658,39,2200,0.40902946,HPPhotoSmartC945(V01.53),Hewlett-Packard
9#1594,2.570005,0.002570005,9,1594,0.409933968,FE5010X915,OLYMPUSIMAGINGCORP.
9#2126,2.570609,0.002570609,9,2126,0.410036024,FE300X830,OLYMPUSIMAGINGCORP.
24#2771,2.576021,0.002576021,24,2771,0.410949399,FinePixF610,FUJIFILM
74#1663,2.580971,0.002580971,74,1663,0.411783125,E6,SANYOElectricCo.Ltd.
163#4270,2.585,0.002585,163,4270,0.412460547,DVC5.1HD2,PENTACON
51#3074,2.588662,0.002588662,51,3074,0.413075349,3M,DigitalCamera
31#3265,2.591227,0.002591227,31,3265,0.41350546,QV-2900UX,CASIO
8#794,2.591545,0.002591545,8,794,0.413558754,COOLPIXS203,Nikon
18#1303,2.591919,0.002591919,18,1303,0.413621425,KODAKEASYSHAREM531Digital,EASTMANKODAKCOMPANY
74#2018,2.594183,0.002594183,74,2018,0.414000609,CA9,SANYOElectricCo.Ltd.
146#1662,2.594309,0.002594309,146,1662,0.414021702,hpPhotoSmart320,Hewlett-PackardCompany
7#2203,2.609167,0.002609167,7,2203,0.416501877,DSC-TX9,Sony
19#3625,2.609667,0.002609667,19,3625,0.416585094,DROIDX3da00021fff80000015d68,Motorola
5#2503,2.612182,0.002612182,5,2503,0.417003432,SM-T211,SAMSUNG
8#1102,2.617097,0.002617097,8,1102,0.41781982,COOLPIXL14,Nikon
202#3699,2.62439,0.00262439,202,3699,0.419028374,PV100,OregonScientific
24#3460,2.627091,0.002627091,24,3460,0.419475117,FujifilmA220A230,FUJIFILM
8#3007,2.631579,0.002631579,8,3007,0.420216412,COOLPIXS7,Nikon
24#2640,2.632959,0.002632959,24,2640,0.420444096,FinePix3800,FUJIFILM
18#1960,2.643241,0.002643241,18,1960,0.422136762,KODAKEASYSHAREC140DIGITAL,EASTMANKODAKCOMPANY
8#704,2.648226,0.002648226,8,704,0.422955045,E4300,Nikon
82#849,2.660544,0.002660544,82,849,0.424970446,DROIDRAZRu,motorola5
24#2253,2.664854,0.002664854,24,2253,0.42567342,FinePixM603,FUJIFILM
8#995,2.678593,0.002678593,8,995,0.42790673,E950,Nikon
31#3444,2.679626,0.002679626,31,3444,0.428074183,GV-10,CASIO
8#795,2.682855,0.002682855,8,795,0.428597201,E885,Nikon
8#2158,2.683464,0.002683464,8,2158,0.428695773,COOLPIXS70,Nikon
74#1784,2.692417,0.002692417,74,1784,0.430142324,C1,SANYOElectricCo.Ltd.
4#3015,2.709794,0.002709794,4,3015,0.432936277,DMC-LS60,Panasonic
24#3647,2.720712,0.002720712,24,3647,0.434682572,FinePixREAL3DW3,FUJIFILM
18#2220,2.721299,0.002721299,18,2220,0.434776262,KODAKEASYSHAREM320Digital,EASTMANKODAKCOMPANY
10#1355,2.723937,0.002723937,10,1355,0.435197059,6700s,Nokia
119#1341,2.724127,0.002724127,119,1341,0.435227351,Lumia532DualSIM,Microsoft
8#1153,2.726255,0.002726255,8,1153,0.435566475,COOLPIXL12,Nikon
24#1785,2.727343,0.002727343,24,1785,0.43573976,FinePixS4400,FUJIFILM
24#4287,2.728371,0.002728371,24,4287,0.435903425,FinePixZ90,FUJIFILM
24#2760,2.736435,0.002736435,24,2760,0.437185137,FinePixZ5fd,FUJIFILM
24#2143,2.7398,0.0027398,24,2143,0.437718861,FinePixJX400,FUJIFILM
8#2021,2.744741,0.002744741,8,2021,0.43850137,COOLPIXS510,Nikon
8#2446,2.746589,0.002746589,8,2446,0.438793676,COOLPIXS6100,Nikon
97#3522,2.748008,0.002748008,97,3522,0.439017993,6MP-9U9,CAMERA
33#3888,2.765206,0.002765206,33,3888,0.441727491,WT19i,SonyEricsson
24#3926,2.768549,0.002768549,24,3926,0.442252214,FinePixSL240,FUJIFILM
4#203,2.784802,0.002784802,4,203,0.444794322,DMC-F1,Panasonic
109#2787,2.785304,0.002785304,109,2787,0.444872603,Finecam-L3v,KYOCERA
74#2219,2.788483,0.002788483,74,2219,0.445368001,CG6,SANYOElectricCo.Ltd.
24#1719,2.794637,0.002794637,24,1719,0.446325405,FinePixS304,FUJIFILM
24#2067,2.802148,0.002802148,24,2067,0.44749107,FinePixS1850,FUJIFILM
8#1641,2.803481,0.002803481,8,1641,0.447697617,COOLPIXP3,Nikon
19#4262,2.8082,0.0028082,19,4262,0.448428035,MB52527e40002ffdc00000163b70,Motorola
272#761,2.816108,0.002816108,272,761,0.449649306,DigitalCAM,7.2MPDigitalCAM
8#526,2.816952,0.002816952,8,526,0.449779447,E995,Nikon
8#605,2.825185,0.002825185,8,605,0.451046892,COOLPIXS630,Nikon
24#3663,2.826628,0.002826628,24,3663,0.451268657,FinePixAV100,FUJIFILM
24#129,2.829373,0.002829373,24,129,0.451690205,FinePixF470,FUJIFILM
17#2700,2.834757,0.002834757,17,2700,0.452515836,C3040Z,OLYMPUSOPTICALCO.LTD
104#2303,2.844064,0.002844064,104,2303,0.453939365,S920,Lenovo
14#3274,2.854696,0.002854696,14,3274,0.455559867,CanonMV880X(i),Canon
4#2852,2.856797,0.002856797,4,2852,0.455879381,DMC-LC80,Panasonic
4#2970,2.861545,0.002861545,4,2970,0.45660058,DMC-LS75,Panasonic
19#1768,2.867848,0.002867848,19,1768,0.457556129,Milestone,Motorola
4#592,2.868069,0.002868069,4,592,0.457589595,DMC-FZ3,Panasonic
8#655,2.869429,0.002869429,8,655,0.457795483,COOLPIXS210,Nikon
4#921,2.871887,0.002871887,4,921,0.458167348,DMC-FX700,Panasonic
30#2449,2.873923,0.002873923,30,2449,0.458475128,C460ZdelSol,OLYMPUSCORPORATION
48#2178,2.874772,0.002874772,48,2178,0.458603406,EX-Z9,CASIOCOMPUTERCO.LTD.
48#1703,2.875114,0.002875114,48,1703,0.458655069,EX-ZS5,CASIOCOMPUTERCO.LTD.
7#1069,2.880126,0.002880126,7,1069,0.459411488,DSC-M2,Sony
7#1434,2.881627,0.002881627,7,1434,0.459637765,DSC-M1,Sony
4#2168,2.882336,0.002882336,4,2168,0.459744606,PHOTOfunSTUDIO5HD,Panasonic
24#2834,2.883487,0.002883487,24,2834,0.459917998,FinePixF440,FUJIFILM
7#2430,2.883725,0.002883725,7,2430,0.459953842,DSC-W690,Sony
24#3826,2.884134,0.002884134,24,3826,0.460015434,FinePixXP30,FUJIFILM
4#3315,2.885456,0.002885456,4,3315,0.460214456,DMC-LC40,Panasonic
7#731,2.889562,0.002889562,7,731,0.460832017,DSC-T110,Sony
24#3884,2.898223,0.002898223,24,3884,0.462131799,FinePixJZ510,FUJIFILM
8#3768,2.901215,0.002901215,8,3768,0.462579914,COOLPIXS8200,Nikon
8#2624,2.905116,0.002905116,8,2624,0.463163478,SQ,Nikon
9#2263,2.909238,0.002909238,9,2263,0.463779252,u-7050,OLYMPUSIMAGINGCORP.
9#2285,2.909269,0.002909269,9,2285,0.463783879,FE250/X800,OLYMPUSIMAGINGCORP.
8#61,2.912538,0.002912538,8,61,0.4642716,COOLPIXS10,Nikon
8#2592,2.912903,0.002912903,8,2592,0.464326023,E700,Nikon
24#3184,2.915266,0.002915266,24,3184,0.464678188,A850,FUJIFILM
19#3778,2.915358,0.002915358,19,3778,0.464691893,DROID2,Motorola
4#3604,2.917856,0.002917856,4,3604,0.465063855,DMC-FH22,Panasonic
17#2799,2.918,0.002918,17,2799,0.465085288,C21,OLYMPUSOPTICALCO.LTD
24#4010,2.921436,0.002921436,24,4010,0.465596377,FinePixS4300,FUJIFILM
57#3075,2.923781,0.002923781,57,3075,0.46594484,CE6430,acer
24#2786,2.925158,0.002925158,24,2786,0.466149329,FinePixA700,FUJIFILM
24#1285,2.927497,0.002927497,24,1285,0.466496459,FinePixZ20fd,FUJIFILM
39#2936,2.930864,0.002930864,39,2936,0.466995666,HPPhotoSmartR607(V01.00)d,Hewlett-Packard
153#3534,2.937746,0.002937746,153,3534,0.468014244,X5,GeneralImagingCo.
4#1936,2.942,0.002942,4,1936,0.468642668,DMC-FS9,Panasonic
24#2460,2.94214,0.00294214,24,2460,0.468663335,FinePixSL260,FUJIFILM
74#2194,2.945651,0.002945651,74,2194,0.46918129,HD2000,SANYOElectricCo.Ltd.
24#2971,2.948082,0.002948082,24,2971,0.469539559,FinePixA805,FUJIFILM
18#287,2.950343,0.002950343,18,287,0.469872509,KODAKEASYSHAREC813ZOOMDIG,EASTMANKODAKCOMPANY
