n,avgQuality,make,model,logValues,modelName,makeName
19#4262,94.72,19,4262,1.976441689,MB52527e40002ffdc00000163b70,Motorola
19#4274,94.72,19,4274,1.976441689,DROIDX13b20021fff80000015d9e,Motorola
19#4276,94.72,19,4276,1.976441689,MotoA953073c0001fff80000015e,Motorola
19#4292,94.72,19,4292,1.976441689,MB526,Motorola
19#4301,94.72,19,4301,1.976441689,DROIDX505e0001ffd800000a3a9c,Motorola
19#4321,94.72,19,4321,1.976441689,MilestoneX2,Motorola
10#1128,94.72,10,1128,1.976441689,X3-02.5,Nokia
10#1350,94.72,10,1350,1.976441689,300,Nokia
10#1351,94.72,10,1351,1.976441689,303,Nokia
10#1352,94.72,10,1352,1.976441689,311,Nokia
10#1355,94.72,10,1355,1.976441689,6700s,Nokia
10#1360,94.72,10,1360,1.976441689,E5-00,Nokia
10#1362,94.72,10,1362,1.976441689,E72-1,Nokia
10#1715,94.72,10,1715,1.976441689,500,Nokia
10#1940,94.72,10,1940,1.976441689,C3-01,Nokia
10#2022,94.72,10,2022,1.976441689,6720c,Nokia
10#2059,94.72,10,2059,1.976441689,E73,Nokia
10#2336,94.72,10,2336,1.976441689,E55-1,Nokia
39#1413,94.73,39,1413,1.976487537,PhotosmartM417,Hewlett-Packard
39#1691,94.735,39,1691,1.976510459,HPPhotoSmartR607(V01.00),Hewlett-Packard
9#2414,94.736,9,2414,1.976515044,E-450,OLYMPUSIMAGINGCORP.
24#2381,94.73705036,24,2381,1.976519859,FinePixF200EXR,FUJIFILM
7#3396,94.7375,7,3396,1.97652192,DSC-W275,Sony
7#1219,94.744,7,1219,1.976551716,HDR-XR520E,Sony
11#1289,94.749,11,1289,1.976574635,PENTAXOptioE50,PENTAXCorporation
5#3384,94.7526,5,3384,1.976591136,SAMSUNGST1000/SAMSUNGST11,SAMSUNG
3#3617,94.7575,3,3617,1.976613594,iPad2,apple
54#1627,94.77222222,54,1627,1.976681064,PENTAXK2000,PENTAX
77#761,94.7725,77,761,1.976682337,DigitalCAM,VQ
4#692,94.77943396,4,692,1.976714111,DMC-G2,Panasonic
5#2396,94.78107143,5,2396,1.976721614,<KENOXS860/SamsungS860>,SAMSUNG
31#3139,94.7875,31,3139,1.976751069,QV-2000UX,CASIO
43#465,94.7995,43,465,1.976806047,EX-Z3,CASIOCOMPUTERCO.LTD
7#1597,94.80230769,7,1597,1.976818909,DSC-W12,Sony
7#1514,94.80388889,7,1514,1.976826153,DSC-W570,Sony
43#840,94.80927419,43,840,1.976850822,EX-Z50,CASIOCOMPUTERCO.LTD
8#1641,94.81125,8,1641,1.976859872,COOLPIXP3,Nikon
284#1515,94.81125,284,1515,1.976859872,GZ_HD7,VICTOR
