n,avgIfdsFocalLength,make,model,logValues,modelName,makeName
48#1725,12.28571429,48,1725,1.089400411,EX-Z77,CASIOCOMPUTERCO.LTD.
48#2083,12.28571429,48,2083,1.089400411,EX-Z85,CASIOCOMPUTERCO.LTD.
9#2371,12.28571429,9,2371,1.089400411,SP700,OLYMPUSIMAGINGCORP.
73#2797,12.28571429,73,2797,1.089400411,CaplioGX8,RICOH
5#2554,12.28571429,5,2554,1.089400411,SAMSUNGES55ES57/VLUUES55,SAMSUNG
14#299,12.33333333,14,299,1.091080469,CanonPowerShotA800,Canon
48#2111,12.33333333,48,2111,1.091080469,EX-Z5,CASIOCOMPUTERCO.LTD.
48#3448,12.33333333,48,3448,1.091080469,EX-Z35,CASIOCOMPUTERCO.LTD.
24#2723,12.33333333,24,2723,1.091080469,FinePixA500,FUJIFILM
24#3663,12.33333333,24,3663,1.091080469,FinePixAV100,FUJIFILM
9#1820,12.33333333,9,1820,1.091080469,u5010S5010,OLYMPUSIMAGINGCORP.
4#2819,12.33333333,4,2819,1.091080469,DMC-LS1,Panasonic
7#1949,12.33333333,7,1949,1.091080469,DSC-W125,Sony
4#639,12.35294118,4,639,1.091770373,DMC-FX520,Panasonic
4#1426,12.35294118,4,1426,1.091770373,DMC-FX500,Panasonic
4#2686,12.4,4,2686,1.093421685,DMC-FX2,Panasonic
9#250,12.41666667,9,250,1.094005022,FE190/X750,OLYMPUSIMAGINGCORP.
9#1409,12.41666667,9,1409,1.094005022,FE280X820C520,OLYMPUSIMAGINGCORP.
14#458,12.44444444,14,458,1.094975513,CanonPowerShotS90,Canon
30#2370,12.44444444,30,2370,1.094975513,u15D,OLYMPUSCORPORATION
48#2001,12.45454546,48,2001,1.095327882,EX-N20,CASIOCOMPUTERCO.LTD.
4#1694,12.46666667,4,1694,1.095750348,DMC-FT4,Panasonic
57#2708,12.5,57,2708,1.096910013,CE-5330,acer
95#3129,12.5,95,3129,1.096910013,DCC740,BenQ
14#219,12.5,14,219,1.096910013,CanonDIGITALIXUS800IS,Canon
14#246,12.5,14,246,1.096910013,CanonPowerShotSD700IS,Canon
14#768,12.5,14,768,1.096910013,CanonDIGITALIXUS950IS,Canon
14#1115,12.5,14,1115,1.096910013,CanonPowerShotSD850IS,Canon
14#1210,12.5,14,1210,1.096910013,CanonIXYDIGITAL800IS,Canon
14#2547,12.5,14,2547,1.096910013,CanonIXYDIGITAL1000,Canon
48#813,12.5,48,813,1.096910013,EX-Z1,CASIOCOMPUTERCO.LTD.
48#3501,12.5,48,3501,1.096910013,EX-Z18,CASIOCOMPUTERCO.LTD.
24#3304,12.5,24,3304,1.096910013,A100,FUJIFILM
24#3774,12.5,24,3774,1.096910013,FinePixL50,FUJIFILM
39#819,12.5,39,819,1.096910013,HPDSCPW460t,Hewlett-Packard
39#3078,12.5,39,3078,1.096910013,HPPhotoSmartC945(V01.46),Hewlett-Packard
9#1185,12.5,9,1185,1.096910013,u710S710,OLYMPUSIMAGINGCORP.
9#1288,12.5,9,1288,1.096910013,IR-300,OLYMPUSIMAGINGCORP.
9#2280,12.5,9,2280,1.096910013,u760S760,OLYMPUSIMAGINGCORP.
4#2345,12.5,4,2345,1.096910013,DMC-FH5,Panasonic
5#3331,12.5,5,3331,1.096910013,SAMSUNGWB500/VLUUWB500/,SAMSUNG
5#4220,12.5,5,4220,1.096910013,SAMSUNGST90ST91/VLUUST90,SAMSUNG
26#3549,12.5,26,3549,1.096910013,NV30VLUUNV30LANDIAONV30,SamsungTechwin
7#220,12.5,7,220,1.096910013,DSC-T10,Sony
7#350,12.5,7,350,1.096910013,DSC-T7,Sony
7#457,12.5,7,457,1.096910013,DSC-T9,Sony
7#463,12.5,7,463,1.096910013,DSC-T5,Sony
7#588,12.5,7,588,1.096910013,DSC-T70,Sony
7#959,12.5,7,959,1.096910013,DSC-T20,Sony
7#978,12.5,7,978,1.096910013,DSC-T30,Sony
7#1050,12.5,7,1050,1.096910013,DSC-T50,Sony
7#3110,12.5,7,3110,1.096910013,DCR-SR200E,Sony
8#757,12.55555556,8,757,1.098835934,COOLPIXS51c,Nikon
25#2946,12.57142857,25,2946,1.099384632,DigimaxA55W/KenoxQ25WIDE,SAMSUNGTECHWINCO.LTD.
9#2439,12.58333333,9,2439,1.099795701,StylusTough-6020,OLYMPUSIMAGINGCORP.
7#781,12.58333333,7,781,1.099795701,CDMAVICA,Sony
26#1000,12.625,26,1000,1.101231387,<VLUUL730/SamsungL730>,SamsungTechwin
26#2396,12.625,26,2396,1.101231387,<KENOXS860/SamsungS860>,SamsungTechwin
4#1867,12.63636364,4,1867,1.101622115,DMC-FS62,Panasonic
24#4152,12.66666667,24,4152,1.102662342,FinePixJX550,FUJIFILM
157#2145,12.66666667,157,2145,1.102662342,A735,GEDSCIMAGINGCORP.
5#3762,12.66666667,5,3762,1.102662342,SAMSUNGES28/VLUUES28,SAMSUNG
7#2037,12.66666667,7,2037,1.102662342,DSC-TX300V,Sony
7#2129,12.66666667,7,2129,1.102662342,DSC-S930,Sony
5#3525,12.72727273,5,3525,1.104735351,SAMSUNGES65ES67/VLUUES6,SAMSUNG
4#1467,12.73333333,4,1467,1.104942108,DMC-FS5,Panasonic
14#410,12.75,14,410,1.105510185,CanonPowerShotA580,Canon
24#2771,12.75,24,2771,1.105510185,FinePixF610,FUJIFILM
38#2793,12.75,38,2793,1.105510185,DiMAGES304,MinoltaCo.Ltd.
11#3058,12.75,11,3058,1.105510185,PENTAXOptioT10,PENTAXCorporation
7#477,12.75,7,477,1.105510185,DSC-WX10,Sony
48#2584,12.8,48,2584,1.10720997,EX-Z16,CASIOCOMPUTERCO.LTD.
39#3029,12.8,39,3029,1.10720997,HPPhotoSmartR927(V01.00)d,Hewlett-Packard
54#2580,12.8,54,2580,1.10720997,PENTAXOptioLS1100,PENTAX
24#3805,12.85714286,24,3805,1.10914447,FinePixXP20,FUJIFILM
4#2100,12.85714286,4,2100,1.10914447,DMC-FS20,Panasonic
14#126,12.875,14,126,1.109747238,CanonPowerShotA570IS,Canon
14#886,12.875,14,886,1.109747238,CanonPowerShotA590IS,Canon
24#986,12.88888889,24,986,1.11021548,FinePixJV100,FUJIFILM
54#1746,12.88888889,54,1746,1.11021548,PENTAXOptioWG-1GPS,PENTAX
54#1870,12.88888889,54,1870,1.11021548,PENTAXOptioW60,PENTAX
54#1899,12.88888889,54,1899,1.11021548,PENTAXOptioW80,PENTAX
54#2081,12.88888889,54,2081,1.11021548,PENTAXOptioW90,PENTAX
54#2235,12.88888889,54,2235,1.11021548,PENTAXOptioWG-2GPS,PENTAX
4#1851,12.9,4,1851,1.11058971,DMC-FX180,Panasonic
8#2528,12.92857143,8,2528,1.111550539,COOLPIXP310,Nikon
4#2096,12.9375,4,2096,1.111850363,DMC-TS2,Panasonic
14#194,13,14,194,1.113943352,CanonPowerShotA470,Canon
14#532,13,14,532,1.113943352,CanonPowerShotA2300,Canon
14#2999,13,14,2999,1.113943352,CanonMVX1S,Canon
18#1303,13,18,1303,1.113943352,KODAKEASYSHAREM531Digital,EASTMANKODAKCOMPANY
24#2253,13,24,2253,1.113943352,FinePixM603,FUJIFILM
24#4211,13,24,4211,1.113943352,FinePixF660EXR,FUJIFILM
180#2150,13,180,2150,1.113943352,Scanner,GCMC
153#3975,13,153,3975,1.113943352,C1433,GeneralImagingCo.
39#1745,13,39,1745,1.113943352,HPPhotoSmartR817(V01.00)+,Hewlett-Packard
136#3115,13,136,3115,1.113943352,GR-DX77,JVC
8#2436,13,8,2436,1.113943352,COOLPIXS3200,Nikon
8#4194,13,8,4194,1.113943352,COOLPIXL610,Nikon
9#211,13,9,211,1.113943352,X550D545ZC480Z,OLYMPUSIMAGINGCORP.
9#1516,13,9,1516,1.113943352,u795SWS795SW,OLYMPUSIMAGINGCORP.
9#1757,13,9,1757,1.113943352,u700S700,OLYMPUSIMAGINGCORP.
9#2623,13,9,2623,1.113943352,FE110X705,OLYMPUSIMAGINGCORP.
4#399,13,4,399,1.113943352,DMC-SZ3,Panasonic
4#912,13,4,912,1.113943352,DMC-FS6,Panasonic
4#936,13,4,936,1.113943352,DMC-F2,Panasonic
4#1553,13,4,1553,1.113943352,DMC-FS7,Panasonic
4#2258,13,4,2258,1.113943352,DMC-FX150,Panasonic
73#727,13,73,727,1.113943352,RDC-7,RICOH
87#3494,13,87,3494,1.113943352,PhotoPC3000Z,SEIKOEPSONCORP.
7#392,13,7,392,1.113943352,HDR-CX700E,Sony
7#2387,13,7,2387,1.113943352,DSC-T500,Sony
7#2767,13,7,2767,1.113943352,MAVICARDgxcy,Sony
4#1955,13.07142857,4,1955,1.116323054,DMC-TS1,Panasonic
17#1965,13.08333333,17,1965,1.116718406,C4040Z,OLYMPUSOPTICALCO.LTD
9#2126,13.09090909,9,2126,1.116969807,FE300X830,OLYMPUSIMAGINGCORP.
9#2285,13.09090909,9,2285,1.116969807,FE250/X800,OLYMPUSIMAGINGCORP.
7#2634,13.09090909,7,2634,1.116969807,DSC-F88,Sony
8#582,13.13333333,8,582,1.118374967,COOLPIXP330,Nikon
8#1923,13.13333333,8,1923,1.118374967,COOLPIXP340,Nikon
14#470,13.14285714,14,470,1.118689787,CanonPowerShotS50,Canon
14#494,13.14285714,14,494,1.118689787,CanonPowerShotS45,Canon
14#762,13.14285714,14,762,1.118689787,CanonPowerShotA480,Canon
14#832,13.14285714,14,832,1.118689787,CanonPowerShotS40,Canon
14#944,13.14285714,14,944,1.118689787,CanonPowerShotA495,Canon
14#1047,13.14285714,14,1047,1.118689787,CanonPowerShotS30,Canon
14#1088,13.14285714,14,1088,1.118689787,CanonPowerShotA490,Canon
24#2142,13.14285714,24,2142,1.118689787,FinePixJX370,FUJIFILM
9#3024,13.14285714,9,3024,1.118689787,u725SWS725SW,OLYMPUSIMAGINGCORP.
74#1663,13.14285714,74,1663,1.118689787,E6,SANYOElectricCo.Ltd.
7#1304,13.15384615,7,1304,1.119052758,DSC-T11,Sony
48#1703,13.16666667,48,1703,1.119475841,EX-ZS5,CASIOCOMPUTERCO.LTD.
24#2746,13.16666667,24,2746,1.119475841,FinePixA610,FUJIFILM
7#238,13.18181818,7,238,1.119975317,DSC-W170,Sony
7#257,13.18181818,7,257,1.119975317,DSC-W290,Sony
7#275,13.18181818,7,275,1.119975317,DSC-W270,Sony
7#1187,13.18181818,7,1187,1.119975317,DSC-W150,Sony
14#435,13.1875,14,435,1.120162473,CanonPowerShotA3500IS,Canon
24#1559,13.2,24,1559,1.120573931,FinePixF455,FUJIFILM
8#1513,13.2,8,1513,1.120573931,COOLPIXL2,Nikon
26#3364,13.2,26,3364,1.120573931,<DigimaxV700/KenoxV10>,SamsungTechwin
7#1434,13.23076923,7,1434,1.121585095,DSC-M1,Sony
24#2143,13.25,24,2143,1.122215878,FinePixJX400,FUJIFILM
8#3096,13.25,8,3096,1.122215878,COOLPIXS600,Nikon
48#1618,13.28571429,48,1618,1.123384909,EX-Z2000,CASIOCOMPUTERCO.LTD.
18#715,13.28571429,18,715,1.123384909,KODAKEASYSHAREV1003ZOOMDI,EASTMANKODAKCOMPANY
18#1533,13.28571429,18,1533,1.123384909,KODAKEASYSHAREV803ZOOMDIG,EASTMANKODAKCOMPANY
4#1563,13.28571429,4,1563,1.123384909,DMC-FX100,Panasonic
26#2299,13.28571429,26,2299,1.123384909,<KENOXS760/SamsungS760>,SamsungTechwin
7#3040,13.3,7,3040,1.123851641,DCR-TRV38,Sony
14#1482,13.33333333,14,1482,1.124938736,CanonPowerShotA2500,Canon
48#3333,13.33333333,48,3333,1.124938736,EX-Z20,CASIOCOMPUTERCO.LTD.
18#1077,13.33333333,18,1077,1.124938736,KODAKEASYSHARETouchCamera,EASTMANKODAKCOMPANY
9#1656,13.33333333,9,1656,1.124938736,VG160X990D745,OLYMPUSIMAGINGCORP.
7#1544,13.33333333,7,1544,1.124938736,DSC-TX30,Sony
8#1774,13.36363636,8,1774,1.125924649,E880,Nikon
14#146,13.375,14,146,1.126293791,CanonPowerShotA540,Canon
14#384,13.375,14,384,1.126293791,CanonPowerShotA530,Canon
14#710,13.375,14,710,1.126293791,CanonPowerShotA560,Canon
14#1070,13.375,14,1070,1.126293791,CanonPowerShotA550,Canon
48#3422,13.375,48,3422,1.126293791,EX-G1,CASIOCOMPUTERCO.LTD.
24#139,13.375,24,139,1.126293791,FinePixXP10,FUJIFILM
8#1052,13.375,8,1052,1.126293791,COOLPIXS8,Nikon
24#2141,13.38461539,24,2141,1.126605896,FinePixJX250,FUJIFILM
4#537,13.4,4,537,1.127104798,DMC-ZS15,Panasonic
14#1027,13.42857143,14,1027,1.128029814,CanonPowerShotG11,Canon
30#708,13.42857143,30,708,1.128029814,X-3C-60Z,OLYMPUSCORPORATION
4#2039,13.42857143,4,2039,1.128029814,DMC-FP3,Panasonic
31#174,13.45454546,31,174,1.12886903,QV-5700,CASIO
31#798,13.46153846,31,798,1.129094696,QV-4000,CASIO
14#217,13.5,14,217,1.130333768,CanonPowerShotA510,Canon
14#772,13.5,14,772,1.130333768,CanonPowerShotA520,Canon
43#3164,13.5,43,3164,1.130333768,EX-P700,CASIOCOMPUTERCO.LTD
48#1259,13.5,48,1259,1.130333768,EX-FC100,CASIOCOMPUTERCO.LTD.
18#3566,13.5,18,3566,1.130333768,KODAKEASYSHAREM550Digital,EASTMANKODAKCOMPANY
24#2152,13.5,24,2152,1.130333768,FinePixJ100,FUJIFILM
24#2633,13.5,24,2633,1.130333768,MX-1700ZOOM,FUJIFILM
153#3648,13.5,153,3648,1.130333768,E1480W,GeneralImagingCo.
62#2858,13.5,62,2858,1.130333768,digiluxzoom,LEICA
8#612,13.5,8,612,1.130333768,E3500,Nikon
8#1916,13.5,8,1916,1.130333768,COOLPIXS710,Nikon
8#2378,13.5,8,2378,1.130333768,COOLPIXS640,Nikon
9#102,13.5,9,102,1.130333768,u850SWS850SW,OLYMPUSIMAGINGCORP.
9#462,13.5,9,462,1.130333768,u790SWS790SW,OLYMPUSIMAGINGCORP.
9#590,13.5,9,590,1.130333768,u720SWS720SW,OLYMPUSIMAGINGCORP.
9#607,13.5,9,607,1.130333768,u770SWS770SW,OLYMPUSIMAGINGCORP.
9#1238,13.5,9,1238,1.130333768,u1050SWS1050SW,OLYMPUSIMAGINGCORP.
26#2887,13.5,26,2887,1.130333768,<Samsungi7SamsungVLUUi7>,SamsungTechwin
7#104,13.5,7,104,1.130333768,DSC-T1,Sony
7#816,13.5,7,816,1.130333768,DSC-T3,Sony
7#960,13.5,7,960,1.130333768,DSC-T33,Sony
7#2400,13.5,7,2400,1.130333768,DSC-S980,Sony
9#130,13.53333333,9,130,1.131404779,C7070WZ,OLYMPUSIMAGINGCORP.
17#2700,13.55555556,17,2700,1.132117321,C3040Z,OLYMPUSOPTICALCO.LTD
14#190,13.57142857,14,190,1.132625565,CanonDIGITALIXUS500,Canon
14#393,13.57142857,14,393,1.132625565,CanonPowerShotS410,Canon
14#544,13.57142857,14,544,1.132625565,CanonDIGITALIXUS400,Canon
14#575,13.57142857,14,575,1.132625565,CanonIXYDIGITAL500,Canon
14#688,13.57142857,14,688,1.132625565,CanonDIGITALIXUS430,Canon
14#1048,13.57142857,14,1048,1.132625565,CanonPowerShotS400,Canon
14#1246,13.57142857,14,1246,1.132625565,CanonPowerShotS500,Canon
9#522,13.57142857,9,522,1.132625565,u840S840,OLYMPUSIMAGINGCORP.
48#2170,13.6,48,2170,1.133538908,EX-Z800,CASIOCOMPUTERCO.LTD.
48#3211,13.6,48,3211,1.133538908,EX-Z300,CASIOCOMPUTERCO.LTD.
18#1610,13.6,18,1610,1.133538908,KODAKLS443ZOOMDIGITALCAME,EASTMANKODAKCOMPANY
109#2240,13.6,109,2240,1.133538908,FinecamS5R,KYOCERA
109#2301,13.6,109,2301,1.133538908,FC-S4,KYOCERA
109#2407,13.6,109,2407,1.133538908,FinecamS5,KYOCERA
9#3343,13.6,9,3343,1.133538908,u1000/S1000,OLYMPUSIMAGINGCORP.
153#3534,13.625,153,3534,1.134336511,X5,GeneralImagingCo.
5#2455,13.63636364,5,2455,1.134698574,EK-GC110,SAMSUNG
220#2701,13.66666667,220,2701,1.135662602,DC-M50,(C)2003GatewayInc.
14#2863,13.66666667,14,2863,1.135662602,CanonELURA50,Canon
14#2877,13.66666667,14,2877,1.135662602,CanonELURA100,Canon
213#2572,13.66666667,213,2572,1.135662602,626Z3,DSC
4#1843,13.66666667,4,1843,1.135662602,DMC-FS25,Panasonic
25#2375,13.66666667,25,2375,1.135662602,DigimaxA6,SAMSUNGTECHWINCO.LTD.
25#3085,13.66666667,25,3085,1.135662602,SamsungS85,SAMSUNGTECHWINCO.LTD.
4#2298,13.6875,4,2298,1.136324132,DMC-LZ10,Panasonic
24#3158,13.71428571,24,3158,1.137173193,FinePixF650,FUJIFILM
14#519,13.72222222,14,519,1.137424448,CanonPowerShotA810,Canon
9#505,13.73333333,9,505,1.137775961,XZ-1,OLYMPUSIMAGINGCORP.
14#195,13.75,14,195,1.138302698,CanonPowerShotE1,Canon
14#419,13.75,14,419,1.138302698,CanonPowerShotA1100IS,Canon
14#964,13.75,14,964,1.138302698,CanonPowerShotA1000IS,Canon
14#1592,13.75,14,1592,1.138302698,CanonPowerShotA3000IS,Canon
7#3560,13.75,7,3560,1.138302698,DCR-DVD201E,Sony
5#2396,13.8,5,2396,1.139879086,<KENOXS860/SamsungS860>,SAMSUNG
14#2246,13.83333333,14,2246,1.140926842,CanonPowerShotA1300,Canon
41#1801,13.83333333,41,1801,1.140926842,DiMAGEX1,KONICAMINOLTA
9#2188,13.83333333,9,2188,1.140926842,FE240/X795,OLYMPUSIMAGINGCORP.
62#2991,13.84615385,62,2991,1.141329153,Digilux1,LEICA
4#2761,13.85714286,4,2761,1.141673694,DMC-LC5,Panasonic
74#1784,13.85714286,74,1784,1.141673694,C1,SANYOElectricCo.Ltd.
8#2515,13.86666667,8,2515,1.141972076,COOLPIXAW120,Nikon
7#1813,13.875,7,1813,1.142232992,HXR-NX30P,Sony
9#2035,13.88888889,9,2035,1.142667504,uTough-6020,OLYMPUSIMAGINGCORP.
54#1518,13.88888889,54,1518,1.142667504,PENTAXOptioH90,PENTAX
30#2579,13.90909091,30,2579,1.143298746,C-5000Z,OLYMPUSCORPORATION
48#3944,13.91666667,48,3944,1.143535225,EX-ZS150,CASIOCOMPUTERCO.LTD.
8#44,13.93333333,8,44,1.144055027,COOLPIXP300,Nikon
14#545,14,14,545,1.146128036,CanonDIGITALIXUS700,Canon
14#609,14,14,609,1.146128036,CanonDIGITALIXUS750,Canon
14#859,14,14,859,1.146128036,CanonPowerShotG2,Canon
14#1041,14,14,1041,1.146128036,CanonPowerShotSD500,Canon
14#1042,14,14,1042,1.146128036,CanonPowerShotSD550,Canon
14#1061,14,14,1061,1.146128036,CanonDIGITALIXUS900Ti,Canon
14#1573,14,14,1573,1.146128036,CanonIXYDIGITAL700,Canon
14#1579,14,14,1579,1.146128036,CanonPowerShotSD900,Canon
14#2161,14,14,2161,1.146128036,CanonPowerShotG1,Canon
31#2648,14,31,2648,1.146128036,QV-3000EX,CASIO
18#1168,14,18,1168,1.146128036,KODAKDX6340ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
24#2702,14,24,2702,1.146128036,FinePixF450,FUJIFILM
39#1620,14,39,1620,1.146128036,HPPhotoSmartC935(V03.75),Hewlett-Packard
146#1744,14,146,1744,1.146128036,HPPhotoSmart715,Hewlett-PackardCompany
109#2957,14,109,2957,1.146128036,CONTAXTvsDigital,KYOCERA
9#1144,14,9,1144,1.146128036,u730/S730,OLYMPUSIMAGINGCORP.
9#2748,14,9,2748,1.146128036,FE-120X-700,OLYMPUSIMAGINGCORP.
4#3415,14,4,3415,1.146128036,DMC-FP8,Panasonic
54#3455,14,54,3455,1.146128036,PENTAXOptioL60,PENTAX
5#3345,14,5,3345,1.146128036,SAMSUNGSL620,SAMSUNG
5#3449,14,5,3449,1.146128036,SAMSUNGST500/SAMSUNGST510,SAMSUNG
217#3065,14,217,3065,1.146128036,DigimaxV5/KenoxV5,SAMSUNGTECHWINCO.LTD
86#2656,14,86,2656,1.146128036,VE-CG30,SHARP
7#1724,14,7,1724,1.146128036,DSC-S950,Sony
7#2544,14,7,2544,1.146128036,DSC-W630,Sony
7#2838,14,7,2838,1.146128036,DCR-HC32,Sony
64#3104,14,64,3104,1.146128036,VIVICAM-4345,ViviCam
30#154,14.05882353,30,154,1.14794898,C5060WZ,OLYMPUSCORPORATION
7#274,14.11111111,7,274,1.149561211,DSC-W200,Sony
7#276,14.11111111,7,276,1.149561211,DSC-W300,Sony
18#1984,14.125,18,1984,1.149988456,KODAKZ700ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
26#391,14.125,26,391,1.149988456,VLUUNV10NV10,SamsungTechwin
26#2607,14.125,26,2607,1.149988456,<DigimaxS800/KenoxS800>,SamsungTechwin
26#2965,14.125,26,2965,1.149988456,<DigimaxS830/KenoxS830>,SamsungTechwin
26#3013,14.125,26,3013,1.149988456,<DigimaxS1000/KenoxS1000>,SamsungTechwin
26#3117,14.125,26,3117,1.149988456,<DigimaxS1030/KenoxS1030>,SamsungTechwin
24#2440,14.16666667,24,2440,1.151267675,FinePixZ80,FUJIFILM
39#2353,14.2,39,2353,1.152288344,HPPhotosmartR960(V01.00)+,Hewlett-Packard
38#775,14.2,38,775,1.152288344,DiMAGEF300,MinoltaCo.Ltd.
39#717,14.25,39,717,1.153814864,HPDSCCB350,Hewlett-Packard
8#794,14.25,8,794,1.153814864,COOLPIXS203,Nikon
8#3903,14.25,8,3903,1.153814864,COOLPIXS5100,Nikon
30#3288,14.25,30,3288,1.153814864,C755UZ,OLYMPUSCORPORATION
7#1900,14.25,7,1900,1.153814864,HDR-SR10E,Sony
7#929,14.3,7,929,1.155336037,DSC-N2,Sony
8#869,14.30769231,8,869,1.155569592,E2500,Nikon
62#579,14.3125,62,579,1.1557155,D-LUX2,LEICA
62#864,14.3125,62,864,1.1557155,D-LUX3,LEICA
4#1066,14.3125,4,1066,1.1557155,DMC-LX2,Panasonic
4#2302,14.3125,4,2302,1.1557155,DMC-LX1,Panasonic
4#5,14.31578947,4,5,1.155815303,DMC-FS10,Panasonic
24#1852,14.33333333,24,1852,1.156347201,FinePix4800ZOOM,FUJIFILM
4#2183,14.33333333,4,2183,1.156347201,DMC-FH2,Panasonic
5#3859,14.33333333,5,3859,1.156347201,WB690,SAMSUNG
25#481,14.33333333,25,481,1.156347201,DigimaxA5,SAMSUNGTECHWINCO.LTD.
7#49,14.33333333,7,49,1.156347201,DSC-W100,Sony
7#136,14.33333333,7,136,1.156347201,DSC-P200,Sony
7#210,14.33333333,7,210,1.156347201,DSC-W5,Sony
7#282,14.33333333,7,282,1.156347201,DSC-P150,Sony
7#573,14.33333333,7,573,1.156347201,DSC-W17,Sony
7#860,14.33333333,7,860,1.156347201,DSC-P100,Sony
7#873,14.33333333,7,873,1.156347201,DSC-W7,Sony
7#903,14.33333333,7,903,1.156347201,DSC-W1,Sony
7#1597,14.33333333,7,1597,1.156347201,DSC-W12,Sony
7#1834,14.33333333,7,1834,1.156347201,DSC-P120,Sony
4#1450,14.35294118,4,1450,1.156940905,DMC-LZ8,Panasonic
8#882,14.375,8,882,1.157607853,E4200,Nikon
8#658,14.38461539,8,658,1.157898254,COOLPIXS3300,Nikon
24#1131,14.4,24,1131,1.158362492,FinePixF700,FUJIFILM
9#2224,14.41666667,9,2224,1.158864857,SP320,OLYMPUSIMAGINGCORP.
14#422,14.42857143,14,422,1.159223334,CanonPowerShotA95,Canon
14#1118,14.42857143,14,1118,1.159223334,CanonPowerShotA80,Canon
164#1891,14.42857143,164,1891,1.159223334,VPC-E1000,SANYOElectricCo.Ltd.....
9#2263,14.44444444,9,2263,1.159700843,u-7050,OLYMPUSIMAGINGCORP.
14#183,14.46153846,14,183,1.160214497,CanonPowerShotG10,Canon
14#811,14.46153846,14,811,1.160214497,CanonPowerShotG12,Canon
134#1497,14.5,134,1497,1.161368002,PENTAXOptio330,AsahiOpticalCo.Ltd
14#244,14.5,14,244,1.161368002,CanonPowerShotS100,Canon
9#2662,14.5,9,2662,1.161368002,u810/S810,OLYMPUSIMAGINGCORP.
7#444,14.5,7,444,1.161368002,DSC-TX66,Sony
7#2507,14.5,7,2507,1.161368002,HDR-HC9E,Sony
136#1515,14.52173913,136,1515,1.162018631,GZ_HD7,JVC
73#2996,14.54545455,73,2996,1.162727298,CaplioR5,RICOH
39#2218,14.55555556,39,2218,1.163028786,HPPhotoSmartR817(V01.00),Hewlett-Packard
62#2721,14.5625,62,2721,1.163235938,DIGILUX2,LEICA
4#2577,14.5625,4,2577,1.163235938,DMC-LC1,Panasonic
24#3317,14.6,24,3317,1.164352856,FinePixJ150W,FUJIFILM
62#3080,14.6,62,3080,1.164352856,digilux4.3,LEICA
8#2272,14.6,8,2272,1.164352856,COOLPIXS80,Nikon
4#3315,14.6,4,3315,1.164352856,DMC-LC40,Panasonic
26#3077,14.63636364,26,3077,1.165433191,<Samsungi85SamsungVLUUi8,SamsungTechwin
14#214,14.66666667,14,214,1.166331422,CanonPowerShotA620,Canon
14#420,14.66666667,14,420,1.166331422,CanonPowerShotA610,Canon
14#421,14.66666667,14,421,1.166331422,CanonPowerShotA630,Canon
14#446,14.66666667,14,446,1.166331422,CanonPowerShotA640,Canon
227#3154,14.66666667,227,3154,1.166331422,Eye-Q4363Z,ConcordCameraCorp.
18#1010,14.66666667,18,1010,1.166331422,KODAKV1253ZOOMDIGITALCAME,EASTMANKODAKCOMPANY
39#2842,14.66666667,39,2842,1.166331422,HPPhotoSmartC812(V09.16),Hewlett-Packard
4#557,14.66666667,4,557,1.166331422,DMC-FS15,Panasonic
73#3316,14.66666667,73,3316,1.166331422,CaplioR30,RICOH
7#75,14.66666667,7,75,1.166331422,DSC-P10,Sony
7#92,14.66666667,7,92,1.166331422,DSC-N1,Sony
7#1231,14.66666667,7,1231,1.166331422,DSC-P92,Sony
7#1477,14.66666667,7,1477,1.166331422,DSC-P93,Sony
7#1766,14.66666667,7,1766,1.166331422,DSC-P93A,Sony
7#2619,14.66666667,7,2619,1.166331422,DSC-W15,Sony
43#1279,14.71428571,43,1279,1.167739185,QV-R40,CASIOCOMPUTERCO.LTD
43#1624,14.71428571,43,1624,1.167739185,QV-R41,CASIOCOMPUTERCO.LTD
43#1625,14.71428571,43,1625,1.167739185,QV-R61,CASIOCOMPUTERCO.LTD
43#2363,14.71428571,43,2363,1.167739185,QV-R51,CASIOCOMPUTERCO.LTD
48#378,14.71428571,48,378,1.167739185,EX-Z1000,CASIOCOMPUTERCO.LTD.
48#595,14.71428571,48,595,1.167739185,EX-Z1200,CASIOCOMPUTERCO.LTD.
11#862,14.71428571,11,862,1.167739185,PENTAXOptioA30,PENTAXCorporation
11#1601,14.71428571,11,1601,1.167739185,PENTAXOptioS10,PENTAXCorporation
11#1987,14.71428571,11,1987,1.167739185,PENTAXOptioS12,PENTAXCorporation
11#2620,14.71428571,11,2620,1.167739185,PENTAXOptioA10,PENTAXCorporation
11#3063,14.71428571,11,3063,1.167739185,PENTAXOptioA40,PENTAXCorporation
7#2430,14.72727273,7,2430,1.168122329,DSC-W690,Sony
11#2526,14.75,11,2526,1.16879202,PENTAXOptio60,PENTAXCorporation
5#3384,14.75,5,3384,1.16879202,SAMSUNGST1000/SAMSUNGST11,SAMSUNG
5#3483,14.75,5,3483,1.16879202,SAMSUNGES70ES71/VLUUES7,SAMSUNG
26#695,14.75,26,695,1.16879202,NV8VLUUNV8,SamsungTechwin
26#2277,14.75,26,2277,1.16879202,NV20VLUUNV20,SamsungTechwin
7#994,14.75,7,994,1.16879202,HDR-TG3E,Sony
